Season,Mapped ESPN Team Name,Seed,Net Rating,Adjusted Tempo,Adjusted Offensive Efficiency,Avg Possession Length (Offense),eFGPct,TOPct,ORPct,FTRate,Off3PtFG,FTPct,Bench,Adjusted Defensive Efficiency,Avg Possession Length (Defense),DefFT,cinderella
2014,Stephen F. Austin,12,10.799999999999995,61.2,112.3,20.6,52.2727,16.9111,38.2194,39.8931,28.336,71.4477,29.96,101.5,16.1,25.5935,0
2006,Pacific,13,10.799999999999995,62.8,109.8,NA,54.1793,18.6843,32.835,34.464,26.6938,74.6924,NA,99,NA,16.6667,0
2005,UCLA,11,10.700000000000005,69.2,107.8,NA,50.8767,21.9912,35.0536,38.3313,26.2272,71.9243,NA,97.1,NA,18.6237,0
2022,South Dakota State,13,10.600000000000009,69.4,115.4,15.6,59.2487046632124,15.2697586870545,23.6633663366337,34.6113989637306,31.2455261274159,75.8982035928144,29.77,104.8,18.1,13.3360522022839,0
2004,Murray State,12,10.599999999999994,68.7,110.5,NA,54.7437,19.1819,35.2662,35.9324,24.4651,71.1684,NA,99.9,NA,18.7094,0
2012,Davidson,13,10.599999999999994,67.4,112,17.3,50.9245,17.1385,34.9178,36.6614,29.7561,76.6571,31.05,101.4,17.6,22.8151,0
2022,New Mexico State,12,10.599999999999994,66.1,107.1,18.6,51.9871420222092,20.8307383879903,32.4378109452736,34.6580946814728,32.1477428180575,69.814502529511,31.01,96.5,17.1,19.0949776230731,0
2014,New Mexico State,13,10.5,65.2,112.9,19,53.1869,18.7351,37.7005,53.9368,20.1869,68.4211,31.55,102.4,16.9,21.9595,0
2006,Kent State,12,10.5,65.7,108.3,NA,50.5479,19.2159,32.9845,39.9452,29.2405,72.0165,NA,97.8,NA,23.8095,0
2021,Ohio,13,10.5,69.2,111.4,17.1,54.6864231564438,17.0731529055787,28.641370869033,29.2901447277739,32.2563559322034,70.8235294117647,24.61,100.9,16.6,18.0722891566265,0
2004,UIC,13,10.400000000000006,64.6,107.5,NA,49.4713,19.024,37.9201,38.9538,21.3225,63.5714,NA,97.1,NA,18.4028,0
2003,Holy Cross,14,10.400000000000006,65.1,105.5,NA,50.8844,20.989,37.9509,42.1352,22.9437,70.1649,NA,95.1,NA,20.3977,0
2018,Montana,14,10.399999999999991,68,108.8,16.7,51.2105263157895,17.4437219161597,33.5106382978723,38.3157894736842,21.1593027969193,71.5659340659341,25.4,98.4,17.9,23.5642661804923,0
2009,Dayton,11,10.299999999999995,64.5,103.3,NA,46.9574,20.1634,37.7418,38.1339,24.3694,64.7606,39.63,93,NA,22,0
2015,Georgia State,14,10.299999999999995,62.4,111.6,18.4,51.9857,16.2668,30,37.6724,20.2601,73.06,28.14,101.3,19.2,23.7201,0
2014,Manhattan,13,10.200000000000005,67.7,107.2,16.9,50.7349,19.7338,34.4398,55.4709,24.5669,66.3395,38.69,97,17.3,28.9485,0
2008,Oral Roberts,13,10.200000000000005,63.6,104.7,NA,49.8557,19.0305,33.7415,40.6232,29.2084,66.7614,32.26,94.5,NA,19.9195,0
2004,Louisiana,14,10.200000000000005,69.1,109.2,NA,52.8571,20.4948,35.5372,34.2222,32.285,68.6456,NA,99,NA,17.1459,0
2018,South Dakota State,12,10.200000000000005,70.5,113.8,16.7,54.2676501580611,13.9544383172979,24.5755138516533,35.3530031612223,37.995337995338,76.602086438152,26.93,103.6,16.5,15.4893617021277,0
2006,Winthrop,15,10.200000000000005,64,104.4,NA,51.4515,20.821,38.3077,38.1717,32.9198,69.5793,NA,94.2,NA,20.271,0
2010,Wofford,13,10.199999999999989,63.5,104.6,18.4,49.1484,18.6007,32.9289,44.1209,25.1397,66.9988,36.46,94.4,18.5,20.6205,0
2021,Abilene Christian,14,10.100000000000009,69.3,101.7,16.9,51.2145748987854,19.1645118333815,30.5869074492099,32.7260458839406,31.3746630727763,69.4845360824742,36.46,91.6,16.7,23.5217673814165,0
2005,Old Dominion,12,10.100000000000009,66.4,104.7,NA,49.4678,17.7309,33.6851,36.1895,25.6113,69.4118,NA,94.6,NA,17.7778,0
2003,Central Michigan,11,10.099999999999994,71.7,109.5,NA,56.5974,25.2949,35.6253,46.9762,25.6967,76.3329,NA,99.4,NA,20.8498,0
2003,Manhattan,14,10.099999999999994,68.1,105.5,NA,49.5376,19.6521,32.5703,41.0983,21.8997,78.7623,NA,95.4,NA,25.1347,0
2002,Boston College,11,10,69.1,109.4,NA,47.4124,19.7486,37.3554,40.5646,27.0178,69.5876,NA,99.4,NA,22.685,0
2008,Kentucky,11,10,62.4,107.8,NA,52.7458,23.1729,32.0506,41.1239,25.7062,73.2919,28.82,97.8,NA,24.8773,0
2024,Samford,13,10,72.8,113.6,15.1,56.7601402103155,17.8328021071403,30.0970873786408,36.2043064596895,34.9713055954089,72.060857538036,44.4,103.6,17.3,20.2992317023858,0
2005,Louisiana,13,9.899999999999991,67.6,107.1,NA,49.8857,22.3765,40.2895,35.7143,26.9444,66.24,NA,97.2,NA,22.3851,0
2008,George Mason,12,9.700000000000005,61.6,110.7,NA,52.2778,18.3801,32.4826,39.7638,26.1036,70.297,24.31,101,NA,16.9492,0
2019,Temple,11,9.700000000000005,68.9,109.2,17,49.8748748748749,15.6146956836216,26.8533772652389,32.4824824824825,30.0608519269777,72.7272727272727,26.25,99.5,17.5,18.5326547921968,0
2009,Northern Iowa,12,9.699999999999989,60.8,110.6,NA,51.5786,18.4291,29.3419,41.8943,28.5007,75.6522,30.72,100.9,NA,18.8715,0
2004,Dayton,10,9.699999999999989,62.2,108.1,NA,50.5724,21.2722,37.6884,41.0418,27.6738,66.5272,NA,98.4,NA,17.1603,0
2016,South Dakota State,12,9.600000000000009,68.3,111.4,17,51.3136,17.0964,32.42507,40.22989,30.3218,74.6939,32.5,101.8,17.9,23.3379,0
2005,Pennsylvania,13,9.599999999999994,68.2,102.1,NA,49.3671,22.601,35.5655,40.5063,29.0616,65.9375,NA,92.5,NA,20.8613,0
2026,Hofstra,13,9.5,64.7,114.6,19.1,51.4721627408994,16.1501009381309,34.8837209302326,32.4946466809422,37.3741610738255,75.9472817133443,26.27,105.1,17.6,21.6466234967623,0
2017,Bucknell,13,9.400000000000006,70,109.7,16.1,55.3289138194799,18.8603835821575,26.7730496453901,37.2259051504335,32.1468714874485,68.0821917808219,31.93,100.3,17.8,18.5185185185185,0
2005,Saint Mary's,10,9.399999999999991,64.9,106.8,NA,49.8538,22.8476,36.8546,42.1053,29.5281,72.2222,NA,97.4,NA,18.4866,0
2022,Richmond,12,9.399999999999991,66.8,108.1,17.7,51.0890151515151,14.3865539520681,22.4261771747805,31.0132575757576,33.1050228310502,71.7557251908397,26.11,98.7,18.2,14.3759873617694,0
2002,San Diego State,13,9.300000000000011,70,106.9,NA,50.8681,21.458,34.982,39.8264,18.2011,65.6676,NA,97.6,NA,23.972,0
2021,Colgate,14,9.299999999999995,72.2,110.3,16,56.6169154228856,14.7099698531141,28.2374100719424,30.9452736318408,32.5752017608217,72.3472668810289,33.56,101,17,16.427289048474,0
2012,Lehigh,15,9.299999999999995,67.6,108.6,16,50.3561,16.5084,31.0491,38.0468,28.9072,76.6043,33.98,99.3,19.1,20.1075,0
2025,High Point,13,9.200000000000005,66.5,118.4,17.6,56.3157894736842,15.324807031382,33.5870599429115,37.1578947368421,30.6945481702763,76.2039660056657,37.46,109.2,18.1,20.6260720411664,0
2024,Duquesne,11,9.200000000000005,66.2,107.2,17.8,50,17.4019837428836,29.862792574657,32.484076433121,32.3131955484897,71.6440422322775,34.31,98,18.1,20.4132231404959,0
2016,UNC Wilmington,13,9.200000000000005,70.3,110.7,16.4,51.2349,15.9043,32.0837,35.57541,27.1941,70.4579,30.74,101.5,17.5,29.1444,0
2015,Harvard,13,9.200000000000005,61.1,104.8,20.6,47.0974,18.4212,32.3788,38.9081,22.2159,72.1137,26.19,95.6,18.6,19.1814,0
2018,UNC Greensboro,13,9.200000000000005,65.2,104.9,18.1,51.6904384574749,19.7829182110063,33.7477797513321,25.9904912836767,39.2608695652174,69.7154471544715,32.53,95.7,18.1,23.0428360413589,0
2019,UC Irvine,13,9.200000000000005,65.3,107.4,18.4,51.3057929724596,17.4785159907614,33.6833602584814,28.7274453941121,28.4003091190108,70.5785123966942,41.52,98.2,18.3,21,0
2006,South Alabama,14,9.199999999999989,65.7,109.1,NA,52.6146,19.4704,33.0769,34.1363,35.0614,70.2238,NA,99.9,NA,19.5576,0
2011,Princeton,13,9.100000000000009,62.6,107.2,19,51.9231,18.7125,30.4663,36.63,26.1905,73.5,24.17,98.1,18.7,21.2949,0
2024,Yale,13,9.100000000000009,64.9,110.9,19,52.1015283842795,14.2910596386197,27.7777777777778,27.7838427947598,30.026455026455,70.5304518664047,23.14,101.8,17.4,17.7351427234441,0
2004,VCU,13,9.099999999999994,64.4,105.6,NA,53.6028,23.6477,36.0952,35.9695,28.3379,60.5863,NA,96.5,NA,18.9829,0
2006,Seton Hall,10,9.099999999999994,65.7,106.5,NA,46.0947,19.5002,34.4368,37.6923,25.6763,74.5683,NA,97.4,NA,21.0134,0
2016,Temple,10,8.900000000000006,65.9,107,18.7,46.9817,13.7728,29.13386,26.62048,33.745,68.4015,27.28,98.1,17.6,18.6547,0
2003,Weber State,12,8.900000000000006,66.5,111.4,NA,52.0574,18.4236,33.5051,47.3815,24.7978,73.1579,NA,102.5,NA,17.3484,0
2002,UC Santa Barbara,14,8.900000000000006,63.4,108.2,NA,51.6344,21.1956,32.0838,41.0941,29.4789,75.8117,NA,99.3,NA,23.1727,0
2019,Vermont,13,8.900000000000006,65.5,108.5,18.6,52.5733259546209,16.8302624583388,27.2558139534884,35.9158826784726,33.4450963956412,74.884437596302,33.33,99.6,17.9,17.1538092956397,0
2014,Tulsa,13,8.899999999999991,66.8,106.1,16.9,49.1575,16.782,30.1887,47.0774,23.9174,67.5615,35.65,97.2,17.9,26.0548,0
2004,Pacific,12,8.899999999999991,63.6,108.6,NA,52.7061,21.3336,31.1433,45.2486,25.726,73.5744,NA,99.7,NA,18.3415,0
2006,Montana,12,8.899999999999991,66.2,111.6,NA,55.1033,19.4218,33.4055,36.9988,28.4953,72.0854,NA,102.7,NA,20.1543,0
2012,Colorado,11,8.899999999999991,65.1,104.8,17.5,49.4581,19.4952,29.1855,43.1831,25.3108,68.428,26.62,95.9,19,18.3655,0
2004,Northern Iowa,14,8.800000000000011,64.8,107.4,NA,50.565,18.8477,27.1084,39.1086,31.2046,73.1942,NA,98.6,NA,19.4175,0
2010,Houston,13,8.799999999999997,71.1,112,16.3,48.1157,12.4422,30.5721,33.8717,31.4787,70.596,27.94,103.2,17.1,21.6206,0
2019,Yale,14,8.799999999999997,71,111.6,16.3,55.5555555555556,17.7982822315767,26.2615859938208,30.1424501424501,28.9867464728516,73.5349716446125,27.11,102.8,16.8,19.4587027531498,0
2004,East Tennessee State,13,8.600000000000009,73.2,104.4,NA,50.948,20.723,32.5771,36.5114,22.9782,67.6558,NA,95.8,NA,16.2022,0
2021,Liberty,13,8.599999999999994,63.1,109.8,19.4,56.86994856723,16.0116223359041,23.2118758434548,25.4224834680382,40.946615299945,77.7456647398844,27.22,101.2,17.6,18.1818181818182,0
2025,Lipscomb,14,8.5,66.2,112,17.6,55.6209850107066,14.7534459273875,23.8461538461538,31.1563169164882,38.2526564344746,79.553264604811,22.9,103.5,17.9,13.0666666666667,0
2023,Louisiana,13,8.5,68.3,111.4,17.2,52.8089887640449,17.6532218885904,33.3333333333333,37.0224719101124,26.6149870801034,67.0713201820941,28.69,102.9,17.9,19.1352345906164,0
2006,Murray State,14,8.5,63.2,104.5,NA,51.2998,18.8668,36.9209,31.1381,31.3117,65.1206,NA,96,NA,22.7568,0
2021,Winthrop,12,8.5,73.1,105,15,52.6315789473684,19.3419589259687,35.3711790393013,35.5921052631579,31.947261663286,68.7615526802218,42.04,96.5,18,18.9140811455847,0
2026,High Point,12,8.400000000000006,69.9,117,15.9,54.7179757511861,13.039898027095,32.0720720720721,42.9098576700053,31.3432835820896,74.2014742014742,35.47,108.6,18.1,20.3953279424978,0
2014,Mercer,14,8.399999999999991,63.6,110.8,18.1,54.0707,17.4601,31.9013,37.3326,31.8469,73.8881,35.1,102.4,18.2,23.4744,0
2007,Oral Roberts,14,8.399999999999991,66.5,107.1,NA,52.4735,22.2702,35.0436,47.1731,25.2874,70.7865,26.75,98.7,NA,19.6305,0
2008,Cal State Fullerton,14,8.399999999999991,71.6,112.3,NA,54.1625,18.3835,33.3768,32.347,31.4581,70.2326,31.89,103.9,NA,17.3745,0
2021,Grand Canyon,15,8.300000000000011,64.9,105.4,18.3,52.5213675213675,19.9651147189051,33.5745296671491,33.4188034188034,27.0180120080053,69.0537084398977,26.36,97.1,17.4,18.8021228203184,0
2010,Ohio,14,8.299999999999997,68.8,107.3,16.8,49.3717,18.2447,31.25,41.0826,30.3156,72.8235,28.69,99,17.9,21.0843,0
2007,Miami (OH),14,8.299999999999997,58.1,105.7,NA,51.4058,21.9394,27.8801,31.8211,25.841,70.8835,23.83,97.4,NA,20.5277,0
2005,Ohio,13,8.299999999999997,65.7,109.8,NA,51.6746,19.6793,33.8285,47.9665,23.8636,69.8254,NA,101.5,NA,18.2153,0
2003,San Diego,13,8.299999999999997,70.9,104.7,NA,52.8846,24.5428,34.6392,49.2949,27.5,66.3199,NA,96.4,NA,17.6358,0
2026,Miami (OH),11,8.299999999999997,69.9,116.8,16.2,59.1603053435115,14.4550241907683,25.3246753246753,40.223135642983,33.8078291814947,75.036496350365,26.45,108.5,17.5,18.3378500451671,0
2021,Eastern Washington,14,8.200000000000003,72.2,109.5,15.9,54.249815225425,16.5548302673423,23.6338797814208,30.4508499630451,32.3513062812674,80.3398058252427,34.61,101.3,17.8,17.2582619339045,0
2016,Stony Brook,13,8.200000000000003,67.2,107.3,17.6,52.1704,17.3091,34.83043,32.1758,25.4632,67.1164,24.27,99.1,17.5,17.1975,0
2012,Colorado State,11,8.200000000000003,63.6,111.9,19.2,52.9611,19.8003,28.9346,42.2579,25.2786,76.7883,29.21,103.7,18,21.6552,0
2010,Montana,14,8.099999999999994,62,106.5,19.2,54.1992,19.0956,30.4543,36.7839,28.2472,71.8584,33.53,98.4,18.5,21.126,0
2008,Georgia,14,8.099999999999994,64.7,104.3,NA,47.8261,21.397,37.5634,31.8491,26.8216,67.5987,29.91,96.2,NA,18.4567,0
2011,Wofford,14,8.099999999999994,63.2,112.3,18.6,52.9682,18.2304,34.5837,41.986,23.6211,69.2802,21.03,104.2,18.4,23.0437,0
2009,Western Kentucky,12,8.099999999999994,65.6,111.1,NA,52.3848,19.8389,37.472,33.8157,32.9849,69.2552,24.4,103,NA,17.8924,0
2023,Furman,13,8,68.3,113.5,16.5,54.9533195020747,15.7424362513324,28.9661319073084,34.7510373443983,35.260336906585,73.5820895522388,26.22,105.5,18.4,18.3014861995754,0
2023,Princeton,15,8,66.9,109.5,18.2,52.1984216459977,16.4613026634967,28.133971291866,30.3833145434047,32.737030411449,71.2430426716141,24.06,101.5,16.9,16.812015503876,0
2017,New Mexico State,14,7.900000000000006,67.9,110.5,16.6,52.6973310618966,19.5277335364587,35.5287569573284,43.2708688245315,28.7979966611018,70.8661417322835,33.14,102.6,17.9,20.0656352555087,0
2014,North Carolina Central,14,7.899999999999992,62.3,108.6,18,50.2953,17.2039,35.3282,49.6161,20.8729,72.7381,25.22,100.7,19.2,25.9585,0
2008,Siena,13,7.899999999999992,67.6,108.6,NA,50.9237,15.7346,31.3427,36.5581,27.4397,68.883,28,100.7,NA,13.9669,0
2021,UNC Greensboro,13,7.799999999999997,68,103.6,16.6,47.9017400204708,15.5145093772911,32.145816072908,23.7461617195496,31.247144814984,68.3189655172414,36.21,95.8,17.4,21.1386138613861,0
2007,Pennsylvania,14,7.700000000000003,67.9,109.8,NA,53.7764,20.0466,32.7497,37.8248,24.5455,67.0927,24.19,102.1,NA,19.9408,0
2007,Texas A&M-Corpus Christi,15,7.699999999999989,68.1,114.1,NA,57.6474,23.4939,38.2514,47.973,22.0263,71.831,35.01,106.4,NA,20.7478,0
2013,New Mexico State,13,7.600000000000008,63.8,104.7,19.6,49.2926,21.9476,36.8705,47.0289,17.5699,65.704,30.97,97.1,17.1,19.3639,0
2019,Northeastern,13,7.599999999999994,66.2,111,18.8,56.4935064935065,16.6130702567177,22.654028436019,34.3073593073593,38.3775351014041,75.0788643533123,26.82,103.4,17.6,16.3757273482959,0
2019,St. John's,11,7.599999999999994,70.8,108.6,15.4,51.8333333333333,14.3099794068574,21.7532467532468,29.5238095238095,33.0537552420892,71.9354838709677,19.73,101,17.9,21.7545239968529,0
2010,Sam Houston,14,7.5,69.3,110.2,16.5,53.695,18.8803,33.6421,38.651,33.5801,70.5615,28.82,102.7,17.3,22.1214,0
2013,Iona,15,7.5,69.7,114.4,15.8,52.113,17.0869,32.7801,32.716,31.0648,78.0842,28.45,106.9,18.2,17.2254,0
2024,Charleston,13,7.5,70.3,113.9,16.2,52.2469359963686,14.2542885657406,33.6115326251897,27.2355878347708,39.2543859649123,72.3333333333333,39.77,106.4,17.8,16.7329093799682,0
2006,Northwestern State,14,7.5,67.6,106.6,NA,51.6873,22.155,38.2177,40.045,26.6955,66.9944,NA,99.1,NA,23.1378,0
2007,Holy Cross,13,7.400000000000006,62.5,103,NA,48.6006,23.7626,37.756100000000004,40.0583,26.3934,73.3624,23.05,95.6,NA,22.3873,0
2003,Utah State,15,7.399999999999992,61,107.1,NA,49.4727,20.3542,39.5313,38.2754,18.6765,72.1232,NA,99.7,NA,16.9791,0
2018,Bucknell,14,7.299999999999997,71.4,109.5,16.1,53.9024390243902,17.0047181283136,27.0382695507488,42.5365853658537,29.6087416284808,71.9036697247706,35.13,102.2,17.2,20.0468933177022,0
2007,George Washington,11,7.299999999999997,66.9,105,NA,50.5559,20.3361,35.791,33.9633,22.8304,70.0491,26.85,97.7,NA,22.6899,0
2022,Saint Peter's,15,7.299999999999997,65.9,100.3,18.5,47.4806201550388,20.0898638528845,30.8707124010554,37.4307862679956,25.8904109589041,70.2662721893491,40.3,93,17.4,25.2768415984593,0
2006,Pennsylvania,15,7.299999999999997,64.3,101.8,NA,50.5852,19.7543,31.4935,34.5904,29.4517,67.4812,NA,94.5,NA,20.3924,0
2007,New Mexico State,13,7.200000000000003,69.7,108.3,NA,52.9251,23.421,39.2122,51.5582,22.8056,65.3234,36.57,101.1,NA,21.7938,0
2019,Northern Kentucky,14,7.1000000000000085,68.2,109.4,16.8,54.5785639958377,17.8370900805599,30.6194690265487,34.7554630593132,33.6999214454046,67.065868263473,28.17,102.3,18,20.5793341980112,0
2016,Iona,13,7.099999999999994,71.9,110.5,15.7,53.8289,17.5756,29.19463,32.37195,37.3288,71.1214,29.61,103.4,17.2,20.6446,0
2015,UC Irvine,13,7.099999999999994,63.4,106.3,18.9,50.6598,18.1677,29.9715,30.1779,28.5042,68.4411,37.31,99.2,18.6,21.6897,0
2025,Troy,14,7,66.5,107.4,18.2,49.7805814591333,19.8140100004673,38.0868024800709,36.9720241360395,32.1754233608337,72.4035608308605,35.1,100.4,17.5,18.0961357210179,0
2013,Harvard,14,7,63.3,108.1,19,54.3097,20.8058,25.6188,49.5983,28.0303,72.6068,17.32,101.1,18.6,18.7166,0
2011,Morehead State,13,7,63.4,105.6,19.1,50.3993,23.2428,41.2489,40.3879,26.0579,67.5141,18.63,98.6,18.2,20.7906,0
2009,Akron,13,6.900000000000006,64.8,102.9,NA,48.1073,20.5926,34.3026,36.225,32.5581,71.4078,36.53,96,NA,25.9138,0
2011,Memphis,12,6.900000000000006,67.6,104.5,16.8,50.4304,21.8849,34.7736,39.5949,24.9604,68.0307,36.15,97.6,17.9,22.199,0
2018,Georgia State,15,6.8999999999999915,66.8,108.8,17.7,53.8644785600847,16.718076976518,25.6340579710145,30.8628904182107,37.3459326211997,68.4391080617496,22.01,101.9,18.1,22.2719141323792,0
2013,South Dakota State,13,6.799999999999997,62.6,112,17.3,53.3505,16.3899,28.9683,32.9897,32.1057,77.2569,17.06,105.2,20.3,14.0508,0
2012,Montana,13,6.799999999999997,64.2,103.7,17.9,52.5268,18.4889,27.728,39.6083,26.8339,71.7703,22.31,96.9,18.2,23.1753,0
2007,Wright State,14,6.700000000000003,63,104.5,NA,48.9143,19.1346,31.0521,32.2286,25.4118,73.227,27.01,97.8,NA,19.3564,0
2015,Wofford,12,6.700000000000003,60.5,105.2,19.3,51.0664,17.1977,29.4455,37.6185,28.5979,68.8189,32.22,98.5,19.2,21.4358,0
2005,Bucknell,14,6.6000000000000085,63.1,102.2,NA,51.2934,23.8151,31.4054,42.3975,31.1874,70.0893,NA,95.6,NA,23.4327,0
2016,Fresno State,14,6.6000000000000085,69,107.4,16.9,48.4211,15.0906,29.99192,37.69424,25.3968,69.8138,34.29,100.8,17.1,24.8621,0
2015,New Mexico State,15,6.6000000000000085,63,107.4,19.6,50.5818,21.8054,39.3426,44.2743,20.8044,70.6777,31.44,100.8,18,19.616,0
2011,Bucknell,14,6.599999999999994,64.5,105.8,18.3,50.8895,16.9839,25.7708,34.124,29.409300000000002,78.831,27.88,99.2,17.9,21.2052,0
2009,Stephen F. Austin,14,6.599999999999994,62.4,97,NA,47.3414,17.5081,26.6017,29.0199,25.6468,66.2252,27.21,90.4,NA,24.1549,0
2024,Vermont,13,6.599999999999994,63.3,106.5,18.9,51.5868746637977,13.9591855601008,22.3813786929275,29.2092522861754,35.3552859618718,71.8232044198895,37.01,99.9,17.7,17.1808258186996,0
2018,Marshall,13,6.5,74.7,109.4,14.2,54.7200370198982,17.2003693788652,22.5677830940989,33.0865340120315,36.3792511164548,76.3636363636364,24.61,102.9,17.5,16.552716804606,0
2025,Akron,13,6.5,71.7,113.6,15.8,54.9408983451537,16.3547269530478,32.1790540540541,26.9503546099291,37.9360465116279,75.0877192982456,38.91,107.1,17.1,19.2704203013481,0
2016,Chattanooga,12,6.5,66.3,107.5,17.4,51.711,18.0356,32.33966,41.60782,29.4285,73.4987,31.12,101,18.1,17.0971,0
2024,UAB,12,6.5,67.8,113.7,17.4,50,16.7994329662424,35.3896103896104,40.6063618290258,24.0549828178694,74.296205630355,26.83,107.2,17.4,18.2808245818748,0
2008,Winthrop,13,6.400000000000006,61.6,99.5,NA,49.5909,19.3813,33.4398,35.6517,29.5775,59.3443,30.5,93.1,NA,20.0528,0
2025,Grand Canyon,13,6.300000000000011,71.4,107.4,16.2,50.703125,18.4768101434768,32.3918799646955,43.6458333333333,23.7797735259664,73.2696897374702,30.38,101.1,17.2,19.8268398268398,0
2013,Florida Gulf Coast,15,6.300000000000011,67.9,104.9,16.1,51.5813,20.9969,32.5123,35.1908,27.2187,66.9044,29.69,98.6,18.5,19.448,0
2012,Lamar,16,6.299999999999997,66,107.6,17.5,46.2327,17.4777,37.5101,41.0046,17.6248,72.375,32.32,101.3,17.5,19.6879,0
2016,Cal State Bakersfield,15,6.200000000000003,67.6,104,18.6,49.3103,18.1775,34.13729,38.04598,22.6152,65.4079,32.08,97.8,16.4,23.8915,0
2003,Troy,14,6.1000000000000085,70.3,106.9,NA,50.2966,18.5957,37.7481,29.2635,36.2705,68.4122,NA,100.8,NA,17.596,0
2010,New Mexico State,12,6.099999999999994,70.3,111.6,15.6,53.2491,17.8403,30.4831,38.0093,32.6871,69.7422,22.96,105.5,17.6,17.7319,0
2003,Colorado State,14,6,67.1,110.6,NA,54.0816,23.6055,36.2334,46.3822,16.996,70.4,NA,104.6,NA,21.6288,0
2019,Saint Louis,13,6,66.4,102.2,18.3,46.6617933723197,19.2356628358062,35.9796067006555,39.4249512670565,25.6356815339725,59.8269468479604,20.22,96.2,17.7,20.5050065302569,0
2026,California Baptist,13,6,65.8,107.9,18.2,48.5947879407256,18.1252776543758,37.8199834847234,36.1267245784364,26.3900414937759,71.8528995756719,31.75,101.9,17,22.3318385650224,0
2004,UCF,14,5.8999999999999915,62.6,103.3,NA,51.9484,22.6887,37.7114,29.5564,31.7377,72.211,NA,97.4,NA,21.1093,0
2026,Hawaii,13,5.8999999999999915,69.7,107.1,16.9,51.9759450171821,18.9371848090844,31.4009661835749,42.4398625429553,27.8154106689246,73.8191632928475,32.79,101.2,16.5,21.289710763395,0
2023,Grand Canyon,14,5.800000000000011,65,111.9,18.3,52.7946873270614,18.1326347561149,30.1572617946346,36.8566685113448,34.7315436241611,71.4714714714715,32.12,106.1,17.9,19.6929824561403,0
2014,Delaware,13,5.799999999999997,70.4,112,16.4,50.3795,13.4088,29.1446,43.8805,27.1747,71.1351,19.87,106.2,17.5,21.0347,0
2009,East Tennessee State,16,5.700000000000003,69.6,106.4,NA,50.6559,18.7139,32.8352,39.5056,22.7255,70.6258,28.02,100.7,NA,18.9469,0
2023,UC Santa Barbara,14,5.700000000000003,64.7,110.3,18.8,54.0839478162223,17.0033358042995,26.219512195122,34.4299489506523,22.8122344944775,73.6408566721582,21.86,104.6,17.7,17.9063360881543,0
2015,Wyoming,12,5.700000000000003,59.1,104.8,21.6,52.2025,18.7944,21.9565,40.3682,29.4059,70.3583,24.02,99.1,19.4,16.8516,0
2006,Oral Roberts,16,5.699999999999989,66.9,107.1,NA,51.2863,20.8556,38.2286,39.0257,26.4484,71.2482,NA,101.4,NA,18.7614,0
2023,Montana State,14,5.5,66.3,105.1,18.3,50.9543088490457,17.7887308166237,25.6559766763848,43.956043956044,23.6099230111206,75.7894736842105,32.76,99.6,17.4,20.6849932401983,0
2012,Detroit Mercy,15,5.5,67.1,108.1,17.6,48.0193,19.2442,35.0152,43.2548,18.8363,73.6386,26.76,102.6,18.1,21.153,0
2012,UNC Asheville,16,5.5,68.2,110.4,16.7,52.6486,19.1789,32.9152,48.0871,24.9071,77.3562,26.11,104.9,17.8,19.0901,0
2018,Stephen F. Austin,14,5.5,71.1,104.5,16.5,53.105763850028,20.7040947234548,31.9626168224299,40.5148293228875,26.9438669438669,70.0276243093923,38.87,99,16.5,25.9660697455231,0
2007,Long Beach State,12,5.400000000000006,71,112.2,NA,52.6725,18.762,34.6055,34.7172,32.1343,70.5531,25.04,106.8,NA,18.5201,0
2005,Niagara,14,5.400000000000006,70.1,115.2,NA,50.5483,17.5246,39.9567,41.3055,31.9275,75.9798,NA,109.8,NA,19.8639,0
2002,McNeese,14,5.400000000000006,66.2,103.2,NA,49.1038,22.9615,37.4506,40.173,24.8759,65.3846,NA,97.8,NA,21.3634,0
2019,Old Dominion,14,5.400000000000006,64.5,101.4,18.9,47.137216189536,17.8104691072393,32.1128909229596,28.8746298124383,34.4647519582245,66.3247863247863,28.14,96,17.9,19.1549295774648,0
2008,Portland State,16,5.3999999999999915,66.3,108.6,NA,54.8673,21.4476,34.9121,37.2271,36.7776,67.1949,37.65,103.2,NA,19.4848,0
2011,Indiana State,14,5.3999999999999915,65,102.8,18.2,48.7924,21.4047,30.8731,38.0103,30.8722,71.1044,35.24,97.4,18.6,26.2326,0
2011,Long Island University,15,5.3999999999999915,73.3,109.6,15.1,51.8915,20.0908,38.0182,49.7262,25.1648,64.5646,36.35,104.2,16.6,15.1663,0
2025,UNC Wilmington,14,5.299999999999997,65.9,112.2,18.4,52.0397489539749,16.0569208824541,35.2363960749331,37.3430962343096,27.0462633451957,75.4901960784314,37.58,106.9,17.6,16.8892718655752,0
2023,Vermont,15,5.299999999999997,64.4,109.5,18.6,54.8334243582742,14.2517542603466,19.2344497607655,28.1267067176406,36.2025316455696,70.2912621359223,33.51,104.2,17.8,15.9963849977406,0
2014,Louisiana,14,5.200000000000003,68.5,110.2,17.1,51.512,18.7357,36.2876,44.2649,26.9185,66.5489,30.21,105,17,23.3292,0
2023,Colgate,15,5.200000000000003,67.5,112.7,17.1,58.2059123343527,15.0328708667728,25.1661918328585,27.3700305810398,31.1363636363636,66.2942271880819,24.79,107.5,18,11.7075232459848,0
