Season,Mapped ESPN Team Name,Seed,Net Rating,Adjusted Tempo,Adjusted Offensive Efficiency,Avg Possession Length (Offense),eFGPct,TOPct,ORPct,FTRate,Off3PtFG,FTPct,Bench,Adjusted Defensive Efficiency,Avg Possession Length (Defense),DefFT,cinderella
2018,Syracuse,11,14.799999999999995,62.9,107,19.6,46.9172932330827,19.167303324654,34.748427672956,40.4511278195489,25.3041362530414,73.6059479553903,15.77,92.2,17.8,19.8728813559322,0
2018,Davidson,12,14.700000000000005,64.5,117,18.7,57.3906083244397,14.467875002153,22.6284584980237,24.5997865528282,42.0404922588329,79.826464208243,24.21,102.3,18.2,16.5178571428571,0
2009,Michigan,10,14.700000000000005,62.5,112.2,NA,50.2695,17.481,29.1134,28.4097,39.3551,75.7116,35.58,97.5,NA,18.0723,0
2004,UTEP,13,14.700000000000005,68.2,112.5,NA,52.6878,19.3324,31.7833,44.5938,23.6356,74.9315,NA,97.8,NA,17.387,0
2015,UCLA,11,14.700000000000005,65.8,112.9,17.5,49.6189,17.6206,33.7682,35.7313,25.8301,67.6,20.99,98.2,17.9,18.8341,0
2005,Milwaukee,12,14.699999999999989,68.8,110.1,NA,51.0681,19.462,36.6604,37.1247,32.2392,70.7621,NA,95.4,NA,22.0972,0
2019,Ohio State,11,14.699999999999989,65.8,109.1,18.4,50.2848265147592,18.7329645769881,27.5862068965517,33.6613153806318,32.740801984291,73.3846153846154,31.2,94.4,17.7,19.5858498705781,0
2008,Saint Mary's,10,14.600000000000009,66.4,109.2,NA,52.4902,19.3369,35.711,39.3397,31.2954,65.8606,32.93,94.6,NA,19.3434,0
2008,Western Kentucky,12,14.600000000000009,68.2,111.9,NA,53.5336,20.1005,36.801,35.9919,28.9033,70.8275,39.45,97.3,NA,26.6197,0
2013,Colorado,10,14.599999999999994,63.7,106.5,17.9,48.3221,19.8768,33.6291,40.9396,23.9462,68.5792,27.62,91.9,18.4,16.0153,0
2003,Alabama,10,14.599999999999994,65.3,110.3,NA,47.5802,19.7695,37.5723,36.4186,27.4226,71.2625,NA,95.7,NA,19.1839,0
2024,Drake,10,14.599999999999994,68,115.1,17.7,54.6913580246914,13.8076035962531,24.0641711229947,32.3456790123457,31.9926199261993,75.5725190839695,27.48,100.5,17.4,17.8213689482471,0
2007,VCU,11,14.599999999999994,65.5,116.6,NA,51.9026,16.4719,36.0269,40.4363,27.8751,72.7729,26.67,102,NA,20.2091,0
2022,Iowa State,11,14.599999999999994,66.3,103.1,17.8,49.060436769934,20.4251727594029,28.390901432182,27.0695784662265,30.5749128919861,68.2926829268293,27.23,88.5,17.7,21.5623572407492,0
2003,UNC Wilmington,11,14.599999999999994,64.1,109.5,NA,52.0321,17.093,29.7505,32.7418,29.2683,69.2308,NA,94.9,NA,20.0215,0
2005,George Washington,12,14.400000000000006,70.8,109.9,NA,52.2286,20.8542,37.0038,39.6,21.0572,69.2641,NA,95.5,NA,18.3078,0
2016,Yale,12,14.400000000000006,66,110.4,18.7,52.214,19.9369,39.25703,41.69742,25.3482,67.2566,30.33,96,16.8,19.8818,0
2009,Temple,11,14.400000000000006,63.5,109.9,NA,51.1006,18.85,33.3333,28.6688,33.1762,70.0183,24.08,95.5,NA,18.1186,0
2021,Virginia Tech,10,14.400000000000006,65.7,109.7,18.2,52.258064516129,17.1832884097035,27.8308321964529,33.3870967741936,34.0694006309148,69.8067632850242,28.51,95.3,18,18.538938662991,0
2019,Minnesota,10,14.400000000000006,67.4,111.4,17.8,48.1853849926434,17.1161878695657,31.3559322033898,41.5890142226582,22.5324419976406,68.1603773584906,24.56,97,17.6,16.453162530024,0
2012,Harvard,12,14.399999999999991,60.7,108.8,19.7,52.5489,20.4847,30.7279,42.0391,27.1334,75.0831,30.03,94.4,19.7,17.8507,0
2025,McNeese,12,14.299999999999995,65.9,114.1,17.6,52.989417989418,16.2393113243894,34.5195729537367,35.2910052910053,29.5620437956204,69.4152923538231,34.4,99.8,18.6,19.3427230046948,0
2008,Saint Joseph's,11,14.299999999999995,64,115.1,NA,54.5833,19.0551,32.4799,39.7222,29.8309,72.5874,18.04,100.8,NA,18.3682,0
2005,Creighton,10,14.299999999999995,63.1,114.3,NA,53.2692,18.4214,30.9502,36.2637,36.3073,73.0303,NA,100,NA,17.807,0
2021,Drake,11,14.299999999999995,66.3,112.5,18.1,53.4443168771527,15.2854690890249,31.9875776397516,24.6268656716418,27.6880479926165,71.0955710955711,31.99,98.2,18.2,18.2978723404255,0
2014,Dayton,11,14.200000000000005,63.8,113.8,18.8,52.3538,18.1456,33.9623,40.5847,27.2931,68.1319,36.13,99.6,17.9,23.7692,0
2024,Oregon,11,14.200000000000005,67.3,114.7,18.1,51.9114219114219,14.7366725720728,28.6057692307692,32.027972027972,28.9966923925028,71.9068413391557,30.68,100.5,16.9,18.4857801691007,0
2008,Villanova,12,14.200000000000005,68.1,109.2,NA,49.1307,20.3759,35.9824,38.8972,28.5041,72.6692,37.29,95,NA,23.694,0
2015,Dayton,11,14.200000000000005,63.4,109.2,18.5,52.9328,17.8943,23.2877,48.1207,29.3973,68.6391,21.41,95,18.6,17.9909,0
2012,NC State,11,14.199999999999989,67,112.1,16.9,50.4217,18.7091,35.8044,36.2699,22.0245,70.4134,20.74,97.9,18.6,19.4722,0
2018,Arizona State,11,14.100000000000009,71.3,116.7,15.8,53.75,14.7274298380734,27.9255319148936,41.3020833333333,32.6654064272212,73.266078184111,25.81,102.6,17.5,18.8308977035491,0
2002,Utah,12,14.100000000000009,62.1,111.4,NA,54.4956,20.9921,29.4964,41.9591,35.5662,67.9443,NA,97.3,NA,22.9878,0
2017,VCU,10,14.099999999999994,68.8,110.1,16.6,50.9512195121951,17.7680654763424,31.2803889789303,36.4390243902439,22.8211009174312,70.5488621151272,36.9,96,18.1,23.0900554844217,0
2018,Oklahoma,10,14.099999999999994,75.5,114.6,14,53.5402521823472,17.3318452456102,28.3082077051926,33.1716779825412,33.112582781457,74.5614035087719,36.31,100.5,17.4,15.0344299923489,0
2018,San Diego State,11,14.099999999999994,68.8,110.5,16.4,51.6753926701571,17.0086153299583,31.6308243727599,35.130890052356,28.6063569682152,71.5350223546945,33.42,96.4,17.9,18.0987202925046,0
2016,Michigan,11,14.099999999999994,65.8,114.6,18.6,54.509,14.547,24.78109,27.75551,38.9791,74.0072,30.34,100.5,17.7,16.0369,0
2019,Belmont,11,14.099999999999994,71.3,115.6,15.9,57.6108374384236,15.2042680851732,25.2707581227437,28.4729064039409,35.7091172214182,73.5294117647059,26.93,101.5,16.6,16.3248221012976,0
2022,Indiana,12,14.099999999999994,67.2,107,17.5,50.6036217303823,17.2482931376583,27.1028037383178,33.5010060362173,24.9394673123487,69.96996996997,30.99,92.9,17.9,20.0777202072539,0
2004,Utah,11,14.099999999999994,58.8,110.1,NA,52.9785,22.2595,37.0531,34.474,27.3388,71.875,NA,96,NA,20.1193,0
2025,Utah State,10,14,67.6,119.8,16.6,55.2783613445378,16.0401228989698,34.6606334841629,36.9747899159664,32.666410157753,70.1704545454545,35.61,105.8,19.1,19.8883161512027,0
2010,Siena,13,13.900000000000006,69.2,109.4,15.7,49.3164,17.457,34.8875,38.7207,18.794,67.3392,20.53,95.5,18.5,12.4438,0
2015,Ole Miss,11,13.900000000000006,66.2,114.5,16.7,47.8044,16.4796,34.8424,36.0778,26.6667,77.3167,37.26,100.6,18.7,22.8719,0
2019,Murray State,12,13.900000000000006,69.4,112.5,16.5,54.8102618920363,17.2225275192195,32.0379146919431,33.5114911811865,28.5543608124253,73.3652312599681,26.48,98.6,17.3,17.4543752924661,0
2015,Boise State,11,13.800000000000011,62.8,111.9,18.5,53.2475,16.0687,27.8226,32.4166,37.2805,72.3827,35.8,98.1,19.9,18.8175,0
2014,BYU,10,13.799999999999995,70.8,114.5,13.9,50.565,15.2617,34.8532,47.646,18.5458,69.0711,29.06,100.7,18.7,21.164,0
2014,Providence,11,13.799999999999995,62.9,114.6,19.1,48.2863,17.2685,35.3808,41.8851,25.4871,78.219,14.1,100.8,17.8,19.1977,0
2013,La Salle,13,13.799999999999995,64.6,111.8,18,51.8902,17.1286,28.9956,31.3309,32.0816,73.719,23.11,98,18,16.4377,0
2013,Oklahoma,10,13.799999999999995,65.2,111.1,16.7,47.8839,17.398,33.0381,35.4856,21.1062,75.6881,37.07,97.3,19.1,18.7088,0
2015,Indiana,10,13.799999999999995,66.6,119.8,17.9,54.4243,17.1649,35.2686,32.73,36.3464,71.8894,31.95,106,17.8,18.1296,0
2021,UC Santa Barbara,12,13.700000000000005,65.6,109.9,18.1,52.589928057554,16.4191646155105,28.2442748091603,35.2517985611511,26.4705882352941,76.3265306122449,29.04,96.2,17.9,17.8099433606042,0
2019,New Mexico State,12,13.700000000000005,65.9,113,18.7,54.0811088295688,17.8175698567596,36.8561278863233,34.5482546201232,35.9484777517564,67.6077265973254,49.5,99.3,17.2,19.0985130111524,0
2002,Valparaiso,13,13.700000000000005,68.7,111.5,NA,51.6484,19.1322,36.0067,38.1999,32.1168,67.3973,NA,97.8,NA,18.2032,0
2009,VCU,11,13.699999999999989,65.8,110.1,NA,52.0234,18.7112,32.1648,36.688,27.2951,70.537,26.94,96.4,NA,22.8412,0
2003,Auburn,10,13.600000000000009,66.6,107.7,NA,51.8437,23.3848,36.8692,35.333,24.6327,66.9782,NA,94.1,NA,17.4574,0
2006,Southern Illinois,11,13.600000000000009,60.7,102.9,NA,46.5538,22.2581,34.4056,34.341,27.9793,68.662,NA,89.3,NA,25.8929,0
2022,UAB,12,13.600000000000009,68.9,112.4,16.4,52.8306490971205,16.4037111790435,33.2191780821918,29.3313811615422,29.3103448275862,74.0432612312812,30.22,98.8,17.8,18.6108637577916,0
2015,Stephen F. Austin,12,13.600000000000009,65.4,113.9,19.2,55.6371,20.2574,37.5506,41.926,28.8962,73.3894,38.56,100.3,16.3,25.9406,0
2023,NC State,11,13.599999999999994,69,113.6,16.8,51.4436296975252,13.3114974384816,30.3627760252366,25.2520623281393,31.8955732122588,72.2323049001815,26.86,100,17.7,20.141196013289,0
2009,Maryland,10,13.599999999999994,66.3,110,NA,47.017,17.3694,34.6692,28.0404,24.0048,75.7774,28.04,96.4,NA,17.7759,0
2018,UCLA,11,13.599999999999994,70.3,115,15.9,53.7239324726912,16.5542993465408,28.4628378378378,35.5014895729891,34.7144456886898,72.027972027972,27.27,101.4,17.6,17.4710809732748,0
2017,USC,11,13.5,68.7,114.2,16.1,52.1972884525479,15.714532487723,31.0096153846154,36.7928938756428,30.1491477272727,74.0787801778907,28.75,100.7,18.2,14.6600835548804,0
2013,Boise State,13,13.5,64.8,113.2,18.5,51.7502,18.3708,30.2686,33.7357,31.6604,74.5975,28.47,99.7,17.6,22.571,0
2011,VCU,11,13.5,65.6,112,18.4,51.0777,17.1446,30.7333,37.0005,35.5098,71.4806,26.97,98.5,18,19.0423,0
2012,West Virginia,10,13.5,64,111.4,19.3,48.3281,19.2838,40.3758,38.6102,22.2506,67.1177,21.42,97.9,17.5,17.5479,0
2005,Vermont,13,13.5,64.7,111.3,NA,50.7289,17.8806,35.4553,31.4255,35.1022,72.1649,NA,97.8,NA,16.8596,0
2002,Southern Illinois,11,13.5,70.6,109.2,NA,51.3475,19.4219,36.1527,41.6076,24.2915,61.9318,NA,95.7,NA,24.4948,0
2012,VCU,12,13.400000000000006,65,106.9,18.2,47.5502,17.4741,33.4475,36.2567,32.7206,68.5135,28.03,93.5,18.4,21.1699,0
2004,Manhattan,12,13.399999999999991,65,109.1,NA,49.42,18.225,35.3687,46.2877,23.3665,76.0652,NA,95.7,NA,23.9919,0
2003,Pennsylvania,11,13.399999999999991,63.3,110.3,NA,55.412,20.4652,31.5137,36.5224,38.4576,70.9369,NA,96.9,NA,19.6907,0
2011,USC,11,13.300000000000011,61.7,107.9,19.9,49.9454,18.153,30.4066,35.3712,27.1758,65.1235,21.84,94.6,17.3,21.4923,0
2017,Nevada,12,13.299999999999995,69.7,114.6,17.1,52.4975984630163,15.5009186101378,30.3697875688434,41.2584053794428,34.3839541547278,70.5471478463329,18.02,101.3,16.8,16.8269230769231,0
2007,Davidson,13,13.299999999999995,71.9,111.8,NA,51.8145,19.3014,35.0105,32.5101,34.1981,75.6589,25.9,98.5,NA,17.6763,0
2005,Northern Iowa,11,13.299999999999995,64.5,112.2,NA,54.2866,17.0714,27.7495,31.9436,29.771,69.4853,NA,98.9,NA,19.311,0
2011,Oakland,13,13.299999999999995,71.1,118.6,16.1,55.8269,18.544,36.3753,39.0232,28.1412,71.8711,27.89,105.3,17,18.6136,0
2023,Arizona State,11,13.200000000000005,68.1,109,17,48.4049930651872,16.8058023824813,29.1728212703102,31.2066574202497,32.1219226260258,68.8888888888889,31.55,95.8,17.6,20.2697180220678,0
2016,Little Rock,12,13.200000000000005,63.4,109.2,19,51.8589,15.6085,26.71546,31.43794,31.7358,72.8696,36.88,96,18.2,22.2936,0
2022,Vermont,13,13.199999999999989,64.9,111.1,18.3,57.1311921611323,14.6888466706825,23.6602628918099,26.7283614589004,35.4445797807552,74.1344195519348,32.96,97.9,18.3,14.427367377293,0
2014,Xavier,12,13.100000000000009,64.2,112.9,18,51.6757,18.7009,34.0521,41.6216,21.3759,68.8312,30.08,99.8,18.3,21.114,0
2012,South Florida,12,13.100000000000009,58.5,103.9,21.8,48.3284,22.6221,33.9981,34.1349,23.5808,70.9622,30.86,90.8,18.5,20.5617,0
2002,Hawaii,10,13.099999999999994,65.6,110.3,NA,51.9591,18.1765,31.2621,39.9205,30.6096,68.7055,NA,97.2,NA,19.784,0
2013,California,12,13.099999999999994,64.9,107.3,17.4,48,18.9316,32.5225,31.2,18.1244,71.453,20.15,94.2,18.6,20.1602,0
2003,Milwaukee,12,13,71.2,109,NA,53.5655,20.687,33.2401,37.1031,30.3526,68.9189,NA,96,NA,23.2934,0
2003,Tulsa,13,13,67.4,107.9,NA,52.3367,20.4747,33.6355,32.8731,26.8675,73.021,NA,94.9,NA,19.6752,0
2018,New Mexico State,12,12.900000000000006,68.5,107.9,17.2,51.644908616188,17.3866047249708,33.8312829525483,29.0861618798956,30.5650684931507,64.2728904847397,34.6,95,17.5,20.5838693715982,0
2023,Pittsburgh,11,12.900000000000006,67.3,114.2,17.4,52.498798654493,16.3256143787849,29.4975688816856,32.8688130706391,36.0576923076923,75.8771929824561,25.8,101.3,17.9,18.0478087649402,0
2021,Georgetown,12,12.900000000000006,69.7,107.9,16.8,49.4411571334648,21.5119643282617,32.1581196581197,30.8349769888231,34.8949919224556,75.2665245202559,21.01,95,17,15.4589371980676,0
2014,Saint Joseph's,10,12.899999999999991,64.3,112.3,18.7,53.9407,18.6802,29.4756,43.5998,30.8261,64.4872,13.67,99.4,17.6,18.1462,0
2021,Michigan State,11,12.899999999999991,68.3,107.1,17.3,48.0733944954128,18.7787372073077,30.4914744232698,31.3149847094801,27.4691358024691,72.65625,38.59,94.2,17.4,21.5469613259669,0
2012,BYU,14,12.799999999999995,72.6,106.3,14.1,52.0413,18.1798,30.0885,36.5423,26.2136,70.3448,33.11,93.5,18.7,19.4235,0
2026,Akron,12,12.799999999999995,70.3,118.8,16.1,58.4623065401897,15.532191454004,33.5221907459868,29.0564153769346,37.5539568345324,75.2577319587629,29.22,106,17.6,17.7852348993289,0
2023,VCU,12,12.799999999999995,67.9,106.6,17,51.9550080342796,19.5906065553183,28.8512911843277,41.5640064274237,25.6451612903226,69.5876288659794,31.48,93.8,18,18.9373297002725,0
2006,San Diego State,11,12.799999999999995,66.1,112.8,NA,52.3126,21.6457,39.4043,41.6862,27.7705,72.191,NA,100,NA,16.4515,0
2014,Nebraska,11,12.700000000000005,64.7,108.8,18.2,48.3066,16.7341,25.7646,42.3648,26.3921,71.669,29.42,96.1,18.5,24.3165,0
2013,Bucknell,11,12.700000000000005,61.9,107.3,19.2,49.6011,15.0621,29.3019,35.6695,20.788,74.6006,26.54,94.6,18.9,19.6447,0
2023,Nevada,11,12.700000000000005,65.9,111.8,17.4,50.7204610951009,15.2727398948264,22.7884615384615,39.135446685879,29.2301000434972,79.3814432989691,22.65,99.1,18.5,19.0018315018315,0
2006,Xavier,14,12.700000000000005,65.3,110.9,NA,52.6409,19.4288,34.1985,42.3145,28.559,72.3703,NA,98.2,NA,20.3448,0
2007,Old Dominion,12,12.699999999999989,65.8,108.6,NA,49.535,18.5191,35.2423,36.1597,30.786,72.466,32.19,95.9,NA,19.9706,0
2012,Xavier,10,12.600000000000009,66.4,108.7,16.6,49.7229,18.4425,31.9659,41.2594,20.7629,69.475,30.02,96.1,18.9,22.3782,0
2017,Princeton,12,12.599999999999994,63.2,109,18.9,53.2012195121951,15.2249134948097,24.0740740740741,24.390243902439,41.891229789319,74,25.68,96.4,18.3,18.6421814134669,0
2017,Providence,11,12.5,66.2,108.5,17.5,51.4484679665738,18.41186492752,26.4150943396226,38.050139275766,30.9184993531695,69.1068814055637,27.8,96,17.9,17.2179429089261,0
2017,UNC Wilmington,12,12.5,70.3,118,16,55.0216242191254,13.8750491497762,32.5041459369818,30.8024987986545,34.4928597583303,68.798751950078,23.31,105.5,18.2,20.8009807928075,0
2006,Alabama,10,12.5,63.4,112.8,NA,50.8424,20.7303,39.0196,41.4561,23.9669,70.8273,NA,100.3,NA,14.2857,0
2005,UAB,11,12.5,71,109.2,NA,50.5261,18.0617,32.077,38.8778,25.4595,69.5876,NA,96.7,NA,22.1004,0
2026,McNeese,12,12.5,66.2,114.3,16.6,50.9573304157549,14.2978805071429,35.0277264325323,38.3479212253829,25.5667506297229,74.037089871612,37.22,101.8,19.2,23.8691049085659,0
2024,James Madison,12,12.400000000000006,69.7,113,16.6,53.9012003693444,14.9189898849249,31.8035426731079,34.949215143121,30.8900523560209,70.0132100396301,33.35,100.6,17.1,21.3322435635472,0
2007,Stanford,11,12.400000000000006,65.9,109.7,NA,49.7699,21.7816,37.8139,35.9609,24.2115,68.16,30.53,97.3,NA,21.25,0
2025,Liberty,12,12.399999999999991,65.6,111.8,18.6,57.7784156142365,15.4092045407975,19.0091001011122,30.3099885189437,41.3661434026305,65.1515151515152,21.36,99.4,17.3,17.1455938697318,0
2008,Temple,12,12.399999999999991,63.6,112.8,NA,54.1279,18.6888,28.484,35.2652,32.4786,73.9535,24.33,100.4,NA,18.9722,0
2011,Georgia,10,12.299999999999995,63.5,108.2,18.9,49.424,20.2601,36.5635,36.588,20.644,69.7151,25.51,95.9,18.1,21.3176,0
2009,North Dakota State,14,12.299999999999995,67.5,114.3,NA,54.2293,16.6939,32.2804,37.34,27.0833,74.3666,27.16,102,NA,17.6252,0
2012,Iona,14,12.299999999999995,70,115.5,15.5,56.4683,17.3933,32.138,30.3492,27.8509,71.3128,27.68,103.2,18.2,16.375,0
2021,Wichita State,11,12.299999999999995,67,109.5,17.6,47.0688190314359,15.7521946417014,29.778933680104,38.232795242141,34.2736248236953,68.8888888888889,25.03,97.2,17.8,17.6040905770635,0
2018,Murray State,12,12.200000000000005,67.2,112.9,17.5,54.9554896142433,17.5513197384558,32.8527291452111,37.3293768545994,32.439446366782,73.1319554848967,25.75,100.7,18.1,18.9,0
2018,Providence,10,12.200000000000005,67.1,108.9,17.3,49.607265586647,17.3861183974446,28.8732394366197,38.6352479135984,25.9805825242718,70.3939008894536,30.46,96.7,17.3,18.7893081761006,0
2002,Pennsylvania,11,12.200000000000005,65.6,110.2,NA,55.7319,19.7174,26.7137,35.8025,34.0734,73.2348,NA,98,NA,18.9308,0
2016,Hawaii,13,12.100000000000009,70.6,108.2,17,51.8733,18.1288,30.37858,45.39945,27.7846,68.932,33.09,96.1,16.6,24.1898,0
2009,Cleveland State,13,12,63.7,105.3,NA,46.9272,18.829,33.5038,36.7116,21.7568,70.3377,25.77,93.3,NA,21.8978,0
2023,Drake,12,11.900000000000006,66.3,108.4,18,52.8659160696008,15.5327238896529,23.7668161434978,28.403275332651,31.2876052948255,76.9369369369369,27.57,96.5,18,17.0475319926874,0
2024,McNeese,12,11.900000000000006,65.9,113.4,17.2,54.1933605125218,14.0482847517576,31.936127744511,40.0698893418754,28.5897435897436,69.6220930232558,26.66,101.5,18.4,20.0205867215646,0
2023,Charleston,12,11.899999999999991,70.8,110.6,16,51.098644226274,16.6671823591902,34.6330275229358,32.7255726975222,37.0014771048744,74.5714285714286,38.18,98.7,17.7,15.0043744531934,0
2015,Buffalo,12,11.899999999999991,68.3,111.3,17.3,48.7253,16.6615,34.4856,42.6119,24.2486,71.917,28.49,99.4,17.6,18.9969,0
2012,Ohio,13,11.899999999999991,66,106.6,17.4,48.9466,19.4133,33.9029,36.2567,31.8055,69.0541,30.9,94.7,18.4,24.3686,0
2022,Wyoming,12,11.899999999999991,66.1,109.1,18.7,52.3132664437012,17.0264655406016,25.515947467167,37.0680044593088,31.4249363867684,72.3308270676692,21.15,97.2,17.6,15.9594095940959,0
2014,North Dakota State,12,11.799999999999995,62.3,115.5,18.8,54.5339,15.5752,30.6286,41.598,20.0271,75.762200000000007,22.08,103.7,19,23.2856,0
2002,Creighton,12,11.799999999999995,66.9,111.3,NA,52.7064,20.6023,35.6546,36.9054,28.5006,73.037,NA,99.5,NA,21.3928,0
2008,South Alabama,10,11.799999999999995,64.8,112.6,NA,53.8945,20.2841,38.9965,46.0156,26.5498,70.3125,24.76,100.8,NA,17.6642,0
2006,Milwaukee,11,11.799999999999995,67.7,108.3,NA,49.0625,19.5876,38.4055,38.8636,26.8514,69.2982,NA,96.5,NA,20.03,0
2024,Virginia,10,11.799999999999995,60.1,105.1,19.7,48.6486486486486,13.019951650362,25.6233877901978,25.2782193958665,30.8411214953271,63.7316561844864,32.2,93.3,19.3,17.1667486473192,0
2002,Pepperdine,10,11.799999999999995,72.4,111.1,NA,51.2284,19.363,33.9441,33.7167,28.005,71.4729,NA,99.3,NA,23.9399,0
2026,Northern Iowa,12,11.799999999999995,62.3,110,18.9,54.1666666666667,14.5499752512288,22.0338983050847,25.6989247311828,32.8364565587734,69.6652719665272,26.97,98.2,18.7,18.2464454976303,0
2023,Oral Roberts,12,11.700000000000005,70.2,113.9,16,55.4498714652956,13.2196625326632,24.4916820702403,24.2159383033419,38.8514851485149,78.1316348195329,22.36,102.2,17.9,13.8121546961326,0
2021,North Texas,13,11.700000000000005,62.7,106.7,19.3,53.8461538461538,19.7772220959309,27.9411764705882,26.957726957727,32.8633405639913,74.5501285347044,25.91,95,17.6,19.3161367726455,0
2003,Southern Illinois,11,11.700000000000005,67.8,110.3,NA,52.3611,18.2278,32.0397,33.5,24.8375,69.9834,NA,98.6,NA,20.4255,0
2003,Western Kentucky,13,11.700000000000005,67.2,108,NA,52.6831,21.9717,36.679,37.2834,31.8573,66.1169,NA,96.3,NA,19.8682,0
2017,Vermont,13,11.699999999999989,64.5,111.1,18.7,55.3484602917342,16.9825557169724,29.8464491362764,34.2517558076715,26.123595505618,69.8738170347003,35,99.4,18,16.1095636025998,0
2012,St. Bonaventure,14,11.699999999999989,63,110.6,18.6,50.8002,21.6502,37.1047,42.0865,23.1588,76.0563,28.72,98.9,18.2,22.0086,0
2012,South Dakota State,14,11.600000000000009,64.8,113.7,16.8,53.7269,15.8828,30.371,39.6083,32.4681,72.6648,27.93,102.1,19.4,17.0455,0
2005,UTEP,11,11.600000000000009,65.9,112.7,NA,51.5193,17.9933,33.4271,39.3923,23.6364,79.3388,NA,101.1,NA,17.7331,0
2014,NC State,12,11.599999999999994,64.7,114,19.3,50,15.8322,34.17,36.9903,18.7427,65.748,34.86,102.4,17.4,24.2013,0
2013,Akron,12,11.599999999999994,65.2,106.8,18.1,51.052,20.7799,37.5912,36.9878,28.5211,64.0719,37.98,95.2,18,21.9029,0
2009,Mississippi State,13,11.599999999999994,67.2,107.8,NA,49.975,19.7627,31.1749,41.0911,33.2039,70.4019,27,96.2,NA,17.7419,0
2011,UAB,12,11.599999999999994,61.8,108.8,19.8,50.7536,19.6789,33.2538,29.7391,33.8367,71.7349,25.15,97.2,18,19.8969,0
2018,Buffalo,13,11.5,72.7,114.7,14.8,54.8059964726631,16.4726775300583,31.9359756097561,29.8500881834215,34.4711051030754,69.8670605612999,29.33,103.2,18,23.0282738095238,0
2016,Tulsa,11,11.5,68.4,111.2,16,50.3245,15.5839,27.91703,39.58897,27.8862,67.623,32.27,99.7,18.7,21.1944,0
2019,Arizona State,11,11.5,70.8,109.7,16.4,50.6461232604374,18.6564176475298,31.699604743083,43.8369781312127,27.2934040940106,68.0272108843537,26.51,98.2,16.9,21.8925421010425,0
2022,Chattanooga,13,11.5,64.7,109,18.9,52.1897810218978,16.9502230745821,32.6887661141805,26.7987486965589,31.6053511705686,75.875486381323,26.22,97.5,17.8,16.3038443723946,0
2019,Liberty,12,11.5,62.3,111.1,20.1,55.9217877094972,17.1704858944225,25.2791878172589,26.7039106145251,35.6060606060606,78.2426778242678,30.64,99.6,17.2,18.3702989392478,0
2019,Seton Hall,10,11.5,69.1,109,16.5,49.8762988619495,17.4765845938303,29.5028524857376,34.4878772884711,28.7081339712919,70.5882352941177,23.93,97.5,17.9,19.6889070814572,0
2013,Valparaiso,14,11.400000000000006,64.3,110.7,18.2,55.6735,21.7583,31.2102,41.7476,31.3968,73.5465,33.04,99.3,18.8,22.4371,0
2013,Davidson,14,11.399999999999991,63.9,112.1,18,53.1196,17.0099,29.0196,38.9239,30.7885,79.5588,28.44,100.7,19.1,22.5159,0
2002,UNC Wilmington,13,11.300000000000011,63.9,107.4,NA,49.6118,18.7602,33.2149,36.3283,29.5982,68.855,NA,96.1,NA,20.8948,0
2006,Iona,13,11.299999999999995,69.6,109.7,NA,53.3515,20.4783,37.3733,40.7085,23.7576,69.2102,NA,98.4,NA,20.5094,0
2023,Iona,13,11.299999999999995,68.7,110.7,16,51.6619850187266,15.1809720785936,31.5746753246753,28.9794007490637,27.8571428571429,73.1825525040388,25.79,99.4,18.8,19.0683500217675,0
2018,St. Bonaventure,11,11.299999999999995,69.4,110.8,16.1,51.6334864726902,16.3488023247913,29.3265132139812,40.5308831036243,29.1984732824427,75.1889168765743,24.28,99.5,18.7,21.8944744495222,0
2023,Kent State,13,11.200000000000005,67.7,107.7,16.9,50.8016032064128,16.2716004951278,31.1918850380389,31.5130260521042,30.688683044704,72.3370429252782,28.34,96.5,17.7,22.5615314494075,0
2012,New Mexico State,13,11.200000000000005,69.4,109.3,16.4,50.9635,20.8473,40.6923,51.9271,17.7481,66.4995,24.11,98.1,17.6,18.4007,0
2015,Valparaiso,13,11.100000000000009,62.3,107.4,19,51.2666,18.9883,34.6838,36.5501,30.6528,68.3168,34.52,96.3,18.6,20.5708,0
2017,East Tennessee State,13,11.099999999999994,70.1,108,16.5,55.8536585365854,20.7539555676679,30.0187617260788,42.8726287262873,28.5987748851455,69.6586599241466,35.73,96.9,17.1,22.1642764015645,0
2016,Northern Iowa,11,11.099999999999994,62.9,109.6,19.2,53.1181,15.1767,17.73445,33.99558,35.995,75.8117,24.3,98.5,18,15.4464,0
2002,Wyoming,11,11.099999999999994,69,107.8,NA,49.5546,20.4224,35.7622,48.5748,17.5525,69.6822,NA,96.7,NA,22.3084,0
2025,Yale,13,11,67.7,115.2,17.6,54.7105561861521,14.5213282007949,32.6783867631851,31.7820658342792,27.9606669516888,73.3928571428571,29.37,104.2,17.1,18.2392996108949,0
2007,Texas Tech,10,10.900000000000006,64.9,112.2,NA,50.915,17.1761,28.9555,39.6663,25.6053,73.9484,30.34,101.3,NA,16.3474,0
2022,Rutgers,11,10.800000000000011,64.9,106.9,17.6,49.8653017241379,17.3262823033625,29.6195652173913,26.239224137931,27.235401459854,70.0205338809035,20.84,96.1,18.9,17.5669328323156,0
2006,Utah State,12,10.800000000000011,60.9,113.4,NA,55.8394,20.4056,32.7681,30.8394,30.4762,72.7811,NA,102.6,NA,15.0623,0
